formatted_address,input_string,latitude,longitude,postcode,name,Type 
"360 Church St, Richmond VIC 3121, Australia","St Stephen's Anglican Church VIC,Australia",-37.8224703,144.9981836,3121,St Stephen's Anglican Church,Christian
"10 Griffiths St, Richmond VIC 3121, Australia","Bridge Church Church VIC,Australia",-37.8181901,145.0022981,3121,Bridge Church Church,Christian
"10 Griffiths St, Richmond VIC 3121, Australia","Bridge Church Church VIC,Australia",-37.8181901,145.0022981,3121,Bridge Church Church,Christian
"360 Church St, Richmond VIC 3121, Australia","St Stephen's Anglican Church VIC,Australia",-37.8224703,144.9981836,3121,St Stephen's Anglican Church,Christian
"81 Oxley Rd, Hawthorn VIC 3122, Australia","Auburn Uniting Church VIC,Australia",-37.8247372,145.0428462,3122,Auburn Uniting Church,Christian
"36 Barton St, Hawthorn VIC 3122, Australia","Hawthorn West Baptist Church VIC,Australia",-37.818511,145.022149,3122,Hawthorn West Baptist Church,Christian
"5 St Columbs St, Hawthorn VIC 3122, Australia","St Columb's Anglican Church VIC,Australia",-37.8234704,145.0395057,3122,St Columb's Anglican Church,Christian
"460 Riversdale Rd, Hawthorn East VIC 3123, Australia","Camberwell Baptist Church VIC,Australia",-37.8314652,145.0553295,3123,Camberwell Baptist Church,Christian
"460 Riversdale Rd, Hawthorn East VIC 3123, Australia","EastCamberwell Baptist Church VIC,Australia",-37.8314652,145.0553295,3123,EastCamberwell Baptist Church,Christian
"910 Toorak Rd, Camberwell VIC 3124, Australia","UCA Gospel Hall Church VIC,Australia",-37.846358,145.057135,3124,UCA Gospel Hall Church,Christian
"1 Canterbury Rd, Camberwell VIC 3124, Australia","St Mark's Anglican Church VIC,Australia",-37.8212974,145.0592091,3124,St Mark's Anglican Church,Christian
"581 Riversdale Rd, Camberwell VIC 3124, Australia","Trinity Prebyterian Church VIC,Australia",-37.8317164,145.0618456,3124,Trinity Prebyterian Church,Christian
"7 Bowen St, Camberwell VIC 3124, Australia","Salvation Army Church VIC,Australia",-37.839092,145.063617,3124,Salvation Army Church,Christian
"1 Canterbury Rd, Camberwell VIC 3124, Australia","St Mark??s Anglican Church VIC,Australia",-37.8212974,145.0592091,3124,St Mark??s Anglican Church,Christian
"7 Bowen St, Camberwell VIC 3124, Australia","Salvation Army Church VIC,Australia",-37.839092,145.063617,3124,Salvation Army Church,Christian
"17 Livingstone Cl, Burwood VIC 3125, Australia","Christian Alliance Church of Victoria VIC,Australia",-37.842659,145.108716,3125,Christian Alliance Church of Victoria,Christian
"13 Tennyson St, Burwood VIC 3125, Australia","Burwood Community Presbyterian Church Church VIC,Australia",-37.851074,145.130434,3125,Burwood Community Presbyterian Church Church,Christian
"44 Station St, Burwood VIC 3125, Australia","St Thomas' Burwood Anglican Church VIC,Australia",-37.8529101,145.119727,3125,St Thomas' Burwood Anglican Church,Christian
"2 Margaret St, Canterbury VIC 3126, Australia","St Paul's Anglican Church VIC,Australia",-37.827084,145.085378,3126,St Paul's Anglican Church,Christian
"1A Balwyn Rd, Canterbury VIC 3126, Australia","Canterbury Baptist Church VIC,Australia",-37.823277,145.079076,3126,Canterbury Baptist Church,Christian
"72 Highfield Rd, Canterbury VIC 3126, Australia","Highfield RoadUniting Church VIC,Australia",-37.8314287,145.0858918,3126,Highfield RoadUniting Church,Christian
"2 Margaret St, Canterbury VIC 3126, Australia","St Paul's Anglican Church VIC,Australia",-37.827084,145.085378,3126,St Paul's Anglican Church,Christian
"650 Canterbury Rd, Surrey Hills VIC 3127, Australia","St Stephen's Presbyterian Church VIC,Australia",-37.8266165,145.1001921,3127,St Stephen's Presbyterian Church,Christian
"245 Middleborough Rd, Box Hill South VIC 3128, Australia","Living Streams Christian Church VIC,Australia",-37.8390027,145.1344766,3128,Living Streams Christian Church,Christian
"28 Watts St, Box Hill VIC 3128, Australia","Reformed Church VIC,Australia",-37.8159022,145.1258984,3128,Reformed Church,Christian
"275 Middleborough Rd, Box Hill South VIC 3128, Australia","Revival Centres International Church VIC,Australia",-37.8354377,145.1352222,3128,Revival Centres International Church,Christian
"711 Station St, Box Hill VIC 3128, Australia","St Paul's Lutheran Church VIC,Australia",-37.8166248,145.1238756,3128,St Paul's Lutheran Church,Christian
"234 Elgar Rd, Box Hill South VIC 3128, Australia","Wattle Park Chapel Church VIC,Australia",-37.835437,145.112138,3128,Wattle Park Chapel Church,Christian
"234 Elgar Rd, Box Hill South VIC 3128, Australia","Grace Christian Community Church VIC,Australia",-37.8354711,145.1121419,3128,Grace Christian Community Church,Christian
"38 Lexton Rd, Box Hill North VIC 3129, Australia","Full Gospel Assembly Church VIC,Australia",-37.812281,145.136257,3129,Full Gospel Assembly Church,Christian
"100 Rostrevor Parade, N Mont Albert VIC 3129, Australia","Belmore Road church of Christ Church VIC,Australia",-37.802338,145.108401,3129,Belmore Road church of Christ Church,Christian
"17-23 Nelson Rd, Box Hill VIC 3130, Australia","Box Hill Salvation Army Church VIC,Australia",-37.8156814,145.1192306,3130,Box Hill Salvation Army Church,Christian
"3 Springfield Rd, Blackburn North VIC 3130, Australia","NewHope Baptist Church VIC,Australia",-37.809157,145.14162,3130,NewHope Baptist Church,Christian
"184 Surrey Rd, Blackburn VIC 3130, Australia","One Community Church VIC,Australia",-37.8156422,145.1565214,3130,One Community Church,Christian
"107 Springfield Rd, Blackburn North VIC 3130, Australia","St Alfreds Anglican Church VIC,Australia",-37.809912,145.151878,3130,St Alfreds Anglican Church,Christian
"184 Surrey Rd, Blackburn VIC 3130, Australia","Ranges Community Church VIC,Australia",-37.8156422,145.1565214,3130,Ranges Community Church,Christian
"67/71 Springvale Rd, Nunawading VIC 3131, Australia","(Chinese) Christian Church of Victoria VIC,Australia",-37.8126688,145.1774027,3131,(Chinese) Christian Church of Victoria,Christian
"169 Central Rd, Nunawading VIC 3131, Australia","Red Church VIC,Australia",-37.8248049,145.1674677,3131,Red Church,Christian
"333A Canterbury Rd, Forest Hill VIC 3131, Australia","Forest Hill Uniting Church VIC,Australia",-37.8348397,145.1779828,3131,Forest Hill Uniting Church,Christian
"169 Central Rd, Nunawading VIC 3131, Australia","Nunawading Seventh-day Adventist Church VIC,Australia",-37.8246486,145.1693729,3131,Nunawading Seventh-day Adventist Church,Christian
"8-12 Simla St, Mitcham VIC 3132, Australia","Mitcham Baptist Church VIC,Australia",-37.819373,145.190415,3132,Mitcham Baptist Church,Christian
"171 Rooks Rd, Vermont VIC 3133, Australia","Stairway Church Church VIC,Australia",-37.8338462,145.1883123,3133,Stairway Church Church,Christian
"13 Bedford Rd, Ringwood VIC 3134, Australia","Ringwood Church of Christ VIC,Australia",-37.8156,145.232619,3134,Ringwood Church of Christ,Christian
"120 Oban Rd, Ringwood North VIC 3134, Australia","Holy Spirit Parish Church VIC,Australia",-37.7924343,145.2371318,3134,Holy Spirit Parish Church,Christian
"320/340 Wonga Rd, Warranwood VIC 3134, Australia","Maroondah City Church Church VIC,Australia",-37.7679926,145.2432387,3134,Maroondah City Church Church,Christian
"14 Dickson Cres, Ringwood North VIC 3134, Australia","North Ringwood Uniting Church VIC,Australia",-37.795708,145.23711,3134,North Ringwood Uniting Church,Christian
"1 Tamar St, Ringwood North VIC 3134, Australia","Ringwood Community Church VIC,Australia",-37.802605,145.231102,3134,Ringwood Community Church,Christian
"143 Maroondah Hwy, Ringwood VIC 3134, Australia","urbanlife Church VIC,Australia",-37.8154072,145.2279157,3134,urbanlife Church,Christian
"9 Hill St, Ringwood East VIC 3135, Australia","Empower Christian Church Church VIC,Australia",-37.8166779,145.2410717,3135,Empower Christian Church Church,Christian
"78 Cuthbert St, Heathmont VIC 3135, Australia","Heathmont Baptist Church VIC,Australia",-37.834548,145.2392844,3135,Heathmont Baptist Church,Christian
"6 Waterloo St, Heathmont VIC 3135, Australia","Heathmont Presbyterian Church VIC,Australia",-37.8333034,145.2355365,3135,Heathmont Presbyterian Church,Christian
"51 Lusher Rd, Croydon VIC 3136, Australia","Hope Church VIC,Australia",-37.8037299,145.2786732,3136,Hope Church,Christian
"Bemboka Rd, Croydon Hills VIC 3136, Australia","Croydon Hills and Wonga Park Anglican Church VIC,Australia",-37.7792647,145.2559422,3136,Croydon Hills and Wonga Park Anglican Church,Christian
"6 Bemboka Rd, Croydon Hills VIC 3136, Australia","Croydon Hills Baptist Church VIC,Australia",-37.78084,145.257046,3136,Croydon Hills Baptist Church,Christian
"6 Tallent St, Croydon VIC 3136, Australia","Croydon Uniting Church VIC,Australia",-37.7917962,145.281605,3136,Croydon Uniting Church,Christian
"51 Lusher Rd, Croydon VIC 3136, Australia","Hope City Church Church VIC,Australia",-37.8037299,145.2786732,3136,Hope City Church Church,Christian
"51 Lusher Rd, Croydon VIC 3136, Australia","Hope Church VIC,Australia",-37.8037299,145.2786732,3136,Hope Church,Christian
"51 Lusher Rd, Croydon VIC 3136, Australia","Highway of Hope Church VIC,Australia",-37.8037299,145.2786732,3136,Highway of Hope Church,Christian
"281 Colchester Rd, Kilsyth South VIC 3137, Australia","Canterbury Gardens Community Church Church VIC,Australia",-37.828113,145.305559,3137,Canterbury Gardens Community Church Church,Christian
"382-388 Liverpool Rd, Kilsyth South VIC 3137, Australia","Kilsyth South Baptist Church VIC,Australia",-37.838903,145.317495,3137,Kilsyth South Baptist Church,Christian
"47-49 Carronvale Rd, Mooroolbark VIC 3138, Australia","Carronvale Road Christian Church Church VIC,Australia",-37.781394,145.3282001,3138,Carronvale Road Christian Church Church,Christian
"Hull Rd, Mooroolbark VIC 3138, Australia","Mooroolbark Baptist Church VIC,Australia",-37.790611,145.306403,3138,Mooroolbark Baptist Church,Christian
"305 Manchester Rd, Mooroolbark VIC 3138, Australia","Mooroolbark SalvosMooroolbark Church VIC,Australia",-37.761741,145.315062,3138,Mooroolbark SalvosMooroolbark Church,Christian
"47-49 Carronvale Rd, Mooroolbark VIC 3138, Australia","Carronvale Road Christian Church VIC,Australia",-37.781394,145.3282001,3138,Carronvale Road Christian Church,Christian
"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia","St James' Anglican Church VIC,Australia",-37.7888531,145.4332627,3139,St James' Anglican Church,Christian
"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia","St James' Anglican Church VIC,Australia",-37.7888531,145.4332627,3139,St James' Anglican Church,Christian
"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia","St James Anglican Church VIC,Australia",-37.7888531,145.4332627,3139,St James Anglican Church,Christian
"5/9 Clarke St, Lilydale VIC 3140, Australia","Mooroolbark Christian Fellowship Church VIC,Australia",-37.7579779,145.3506275,3140,Mooroolbark Christian Fellowship Church,Christian
"305 Swansea Rd, Lilydale VIC 3140, Australia","Lilydale Baptist Church VIC,Australia",-37.776262,145.3625268,3140,Lilydale Baptist Church,Christian
"5/9 Clarke St, Lilydale VIC 3140, Australia","Yarra Valley Vineyard Church VIC,Australia",-37.7579779,145.3506275,3140,Yarra Valley Vineyard Church,Christian
"677 Punt Rd, South Yarra VIC 3141, Australia","Christ Church Anglican VIC,Australia",-37.838555,144.986035,3141,Christ Church Anglican,Christian
"677 Punt Rd, South Yarra VIC 3141, Australia","Christ Church Anglican VIC,Australia",-37.838555,144.986035,3141,Christ Church Anglican,Christian
"12 Surrey Rd, South Yarra VIC 3141, Australia","SouthYarra Community Baptist Church VIC,Australia",-37.846165,144.998525,3141,SouthYarra Community Baptist Church,Christian
"677 Punt Rd, South Yarra VIC 3141, Australia","Christ Church Anglican Church VIC,Australia",-37.838555,144.986035,3141,Christ Church Anglican Church,Christian
"86 Clendon Rd, Toorak VIC 3142, Australia","St John's Anglican Church VIC,Australia",-37.841997,145.0145036,3142,St John's Anglican Church,Christian
"86 Clendon Rd, Toorak VIC 3142, Australia","St John's Anglican Church VIC,Australia",-37.841997,145.0145036,3142,St John's Anglican Church,Christian
"86 Clendon Rd, Toorak VIC 3142, Australia","St John's Anglican Church VIC,Australia",-37.841997,145.0145036,3142,St John's Anglican Church,Christian
"86 Clendon Rd, Toorak VIC 3142, Australia","St John'sAnglican Church VIC,Australia",-37.841997,145.0145036,3142,St John'sAnglican Church,Christian
"86 Clendon Rd, Toorak VIC 3142, Australia","St John's Anglican Church VIC,Australia",-37.841997,145.0145036,3142,St John's Anglican Church,Christian
"88 Kooyong Rd, Armadale VIC 3143, Australia","Armadale Baptist Church VIC,Australia",-37.8549618,145.0209769,3143,Armadale Baptist Church,Christian
"8 Y St, Ashburton VIC 3147, Australia","Ashburton Baptist Church VIC,Australia",-37.862275,145.079345,3147,Ashburton Baptist Church,Christian
"3 Ashburn Grove, Ashburton VIC 3147, Australia","Ashburton Uniting Church VIC,Australia",-37.864352,145.081413,3147,Ashburton Uniting Church,Christian
"17-19 Margot St, Chadstone VIC 3148, Australia","Stonnington Baptist Church VIC,Australia",-37.876577,145.096686,3148,Stonnington Baptist Church,Christian
"46 Lillimur Rd, Ormond VIC 3149, Australia","Glen Eira Christian Community Church VIC,Australia",-37.900068,145.042318,3149,Glen Eira Christian Community Church,Christian
"46-48 Montclair Ave, Glen Waverley VIC 3150, Australia","Monash City Church of Christ VIC,Australia",-37.8810184,145.1621792,3150,Monash City Church of Christ,Christian
"800 Waverley Rd, Glen Waverley VIC 3150, Australia","Glen Waverley Anglican Church VIC,Australia",-37.89018,145.171109,3150,Glen Waverley Anglican Church,Christian
"Glen Waverley VIC 3150, Australia","Glen Waverley Uniting Church VIC,Australia",-37.8821063,145.1626778,3150,Glen Waverley Uniting Church,Christian
"758 Waverley Rd, Glen Waverley VIC 3150, Australia","Lifegate Church VIC,Australia",-37.890127,145.167395,3150,Lifegate Church,Christian
"588 High St Rd, Glen Waverley VIC 3150, Australia","Syndal Baptist Church VIC,Australia",-37.872494,145.149274,3150,Syndal Baptist Church,Christian
"2 Lum Rd, Wheelers Hill VIC 3150, Australia","Waverley Baptist Church VIC,Australia",-37.8912572,145.1828986,3150,Waverley Baptist Church,Christian
"832-834 High St Rd, Glen Waverley VIC 3150, Australia","Discover Church VIC,Australia",-37.875248,145.1725537,3150,Discover Church,Christian
"832-834 High St Rd, Glen Waverley VIC 3150, Australia","Discovery Church VIC,Australia",-37.875248,145.1725537,3150,Discovery Church,Christian
"6 Clyden Ct, Burwood East VIC 3151, Australia","Melbourne InternationalFellowship Church VIC,Australia",-37.852848,145.146603,3151,Melbourne InternationalFellowship Church,Christian
"2 Vision Dr, Burwood East VIC 3151, Australia","Crossway Baptist Church VIC,Australia",-37.8593625,145.1677884,3151,Crossway Baptist Church,Christian
"5 Burwood Hwy, Wantirna VIC 3152, Australia","Hills Bible Church Church VIC,Australia",-37.8597477,145.2091157,3152,Hills Bible Church Church,Christian
"1248 High St Rd, Wantirna South VIC 3152, Australia","CityLife Church VIC,Australia",-37.878226,145.215003,3152,CityLife Church,Christian
"2/82 Lewis Rd, Wantirna South VIC 3152, Australia","Activate Church VIC,Australia",-37.8650228,145.2503511,3152,Activate Church,Christian
"119 Mountain Hwy, Wantirna VIC 3152, Australia","Kingsway Christian Fellowship Church VIC,Australia",-37.8553066,145.2163676,3152,Kingsway Christian Fellowship Church,Christian
"1248 High St Rd, Wantirna South VIC 3152, Australia","CityLife Church VIC,Australia",-37.878226,145.215003,3152,CityLife Church,Christian
"21 Koomba Rd, Wantirna VIC 3152, Australia","Grace Church Church VIC,Australia",-37.852948,145.2162107,3152,Grace Church Church,Christian
"1248 High St Rd, Wantirna South VIC 3152, Australia","CityLife Church VIC,Australia",-37.878226,145.215003,3152,CityLife Church,Christian
"1248 High St Rd, Wantirna South VIC 3152, Australia","CityLife Church VIC,Australia",-37.878226,145.215003,3152,CityLife Church,Christian
"30/31 Michellan Ct, Bayswater VIC 3153, Australia","Breakthrough Christian Church Church VIC,Australia",-37.8415028,145.2421136,3153,Breakthrough Christian Church Church,Christian
"328 Bayswater Rd, Bayswater North VIC 3153, Australia","Calvary Baptist Church VIC,Australia",-37.8313456,145.2686387,3153,Calvary Baptist Church,Christian
"199 Bayswater Rd, Bayswater North VIC 3153, Australia","South Croydon Anglican Church VIC,Australia",-37.8199062,145.2694117,3153,South Croydon Anglican Church,Christian
"328 Bayswater Rd, Bayswater North VIC 3153, Australia","Calvary Melbourne Church VIC,Australia",-37.8313456,145.2686387,3153,Calvary Melbourne Church,Christian
"17-19 Falconer Rd, Boronia VIC 3155, Australia","Knox Community Baptist Church VIC,Australia",-37.858329,145.270783,3155,Knox Community Baptist Church,Christian
"8/1154 Burwood Hwy, Upper Ferntree Gully VIC 3156, Australia","CityWide Church VIC,Australia",-37.892603,145.301144,3156,CityWide Church,Christian
"8/1154 Burwood Hwy, Upper Ferntree Gully VIC 3156, Australia","CityWide Church VIC,Australia",-37.892603,145.301144,3156,CityWide Church,Christian
"244 Mt Morton Rd, Belgrave Heights VIC 3160, Australia","Belgrave Heights Presbyterian Church VIC,Australia",-37.919822,145.3448775,3160,Belgrave Heights Presbyterian Church,Christian
"169 Belgrave-Hallam Rd, Belgrave South VIC 3160, Australia","Belgrave South Baptist Church VIC,Australia",-37.9337169,145.3567796,3160,Belgrave South Baptist Church,Christian
"530 Dandenong Rd, Caulfield North VIC 3161, Australia","Southern Cross Ministriesat St Paul's, Caulfield North Church VIC,Australia",-37.8667781,145.0274822,3161,"Southern Cross Ministriesat St Paul's, Caulfield North Church",Christian
"514 Dandenong Rd, Caulfield North VIC 3161, Australia","(Indonesian) Praise Centre Church VIC,Australia",-37.865371,145.024533,3161,(Indonesian) Praise Centre Church,Christian
"1 Neerim Rd, Caulfield VIC 3162, Australia","Caulfield ?C Elwood Presbyterian Church VIC,Australia",-37.8853433,145.0294207,3162,Caulfield ?C Elwood Presbyterian Church,Christian
"1 Neerim Rd, Caulfield VIC 3162, Australia","Caulfield Evangelical Methodist Church VIC,Australia",-37.887481,145.028652,3162,Caulfield Evangelical Methodist Church,Christian
"1 Neerim Rd, Caulfield VIC 3162, Australia","Caulfield Presbyterian Church VIC,Australia",-37.8853433,145.0294207,3162,Caulfield Presbyterian Church,Christian
"44 Murrumbeena Rd, Murrumbeena VIC 3163, Australia","Murrumbeena Baptist Church VIC,Australia",-37.8883812,145.0667777,3163,Murrumbeena Baptist Church,Christian
"216 E Boundary Rd, East Bentleigh VIC 3165, Australia","Eastleigh Community Church VIC,Australia",-37.913317,145.061055,3165,Eastleigh Community Church,Christian
"26 Abbeygate St, Oakleigh VIC 3166, Australia","Oakleigh Anglican Church VIC,Australia",-37.9066681,145.0900323,3166,Oakleigh Anglican Church,Christian
"185 Warrigal Rd, Hughesdale VIC 3166, Australia","Oakleigh Baptist Church VIC,Australia",-37.907672,145.085039,3166,Oakleigh Baptist Church,Christian
"15 Clifford St, Huntingdale VIC 3166, Australia","Faith Christian Church Church VIC,Australia",-37.9093937,145.1055557,3166,Faith Christian Church Church,Christian
"964 Centre Road, Oakleigh South VIC 3167, Australia","South Oakleigh Gospel Hall Church VIC,Australia",-37.9244003,145.0837581,3167,South Oakleigh Gospel Hall Church,Christian
"25 Burton Ave, Clayton VIC 3168, Australia","Clayton Church of Christ(+Mandarin,Cantonese) Clayton Church VIC,Australia",-37.925519,145.1178523,3168,"Clayton Church of Christ(+Mandarin,Cantonese) Clayton Church",Christian
"118 Wellington Rd, Clayton VIC 3168, Australia","Monash Christian Fellowship Church VIC,Australia",-37.917113,145.143136,3168,Monash Christian Fellowship Church,Christian
"54 Madeleine Rd, Clayton VIC 3168, Australia","St Andrews Presbyterian Church VIC,Australia",-37.9187718,145.1207579,3168,St Andrews Presbyterian Church,Christian
"316-322 Kingston Rd, Clarinda VIC 3169, Australia","Kingston City Church VIC,Australia",-37.957869,145.111156,3169,Kingston City Church,Christian
"19 McDonalds La, Mulgrave VIC 3170, Australia","Monash Christian Church VIC,Australia",-37.9082044,145.1553039,3170,Monash Christian Church,Christian
"3 Albert Ave, Springvale VIC 3171, Australia","St. John??s (German) Lutheran Church VIC,Australia",-37.946506,145.147185,3171,St. John??s (German) Lutheran Church,Christian
"1b/1 MacKay St, Springvale South VIC 3172, Australia","Springvale South Church of Christ VIC,Australia",-37.972117,145.149339,3172,Springvale South Church of Christ,Christian
"50 Tootal Rd, Dingley Village VIC 3172, Australia","Destiny Church VIC,Australia",-37.9626912,145.1270278,3172,Destiny Church,Christian
"927 Springvale Rd, Keysborough VIC 3173, Australia","Lighthouse Christian Church Church VIC,Australia",-38.0010828,145.1429856,3173,Lighthouse Christian Church Church,Christian
"130 Railway Parade, Noble Park VIC 3174, Australia","The First (Hungarian) Baptist Church VIC,Australia",-37.979518,145.194616,3174,The First (Hungarian) Baptist Church,Christian
"55 Halton Rd, Noble Park North VIC 3174, Australia","Miracle Christian Centre Church VIC,Australia",-37.954502,145.192201,3174,Miracle Christian Centre Church,Christian
"55 Halton Rd, Noble Park North VIC 3174, Australia","Miracle Christian Centre Church VIC,Australia",-37.954502,145.192201,3174,Miracle Christian Centre Church,Christian
"121 Stud Rd, Dandenong VIC 3175, Australia","LifeSpring Church VIC,Australia",-37.9751686,145.2196038,3175,LifeSpring Church,Christian
"9 Anthony St, Dandenong North VIC 3175, Australia","The Covenant Church Church VIC,Australia",-37.967269,145.214509,3175,The Covenant Church Church,Christian
"121 Stud Rd, Dandenong VIC 3175, Australia","Lifespring Church Church VIC,Australia",-37.9751686,145.2196038,3175,Lifespring Church Church,Christian
"255 Outlook Dr, Dandenong North VIC 3175, Australia","Dandenong Christian Reformed Church Church VIC,Australia",-37.9399028,145.2111751,3175,Dandenong Christian Reformed Church Church,Christian
"9 Claredale Rd, Doveton VIC 3177, Australia","Ebenezer Christian Assembly Church VIC,Australia",-37.9976282,145.2281677,3177,Ebenezer Christian Assembly Church,Christian
"127 Kidds Rd, Doveton VIC 3177, Australia","Doveton Baptist Church VIC,Australia",-37.9877151,145.2387448,3177,Doveton Baptist Church,Christian
"1070 Stud Rd, Rowville VIC 3178, Australia","Doncaster ChristianFellowship Church VIC,Australia",-37.9156516,145.2338271,3178,Doncaster ChristianFellowship Church,Christian
"1070 Stud Rd, Rowville VIC 3178, Australia","Australia for Christ Fellowship Church VIC,Australia",-37.9156516,145.2338271,3178,Australia for Christ Fellowship Church,Christian
"7 Seismic Ct, Rowville VIC 3178, Australia","Hillview Community Church Church VIC,Australia",-37.908617,145.245274,3178,Hillview Community Church Church,Christian
"Wellington Rd & Le John St, Rowville VIC 3178, Australia","Rowville Baptist Church VIC,Australia",-37.9260098,145.2498955,3178,Rowville Baptist Church,Christian
"15 Cavell St, Scoresby VIC 3179, Australia","Hope Community Church VIC,Australia",-37.888923,145.235697,3179,Hope Community Church,Christian
"646 Burwood Hwy, Knoxfield VIC 3180, Australia","Ringwood Knox Lutheran Parish Church VIC,Australia",-37.8765958,145.2570069,3180,Ringwood Knox Lutheran Parish Church,Christian
"31 Spring St, Prahran VIC 3181, Australia","Melbourne Zimbabwean Methodist Church VIC,Australia",-37.8504818,145.0047418,3181,Melbourne Zimbabwean Methodist Church,Christian
