,accuracy,formatted_address,input_string,latitude,longitude,number_of_results,postcode,status
0,ROOFTOP,"67/71 Springvale Rd, Nunawading VIC 3131, Australia","(Chinese) Christian Church of Victoria VIC,Australia",-37.8126688,145.1774027,1,3131,OK
1,ROOFTOP,"Church of Christ, 86 High St, Ararat VIC 3377, Australia","Ararat Church of Christ VIC,Australia",-37.283312,142.935914,1,3377,OK
2,ROOFTOP,"432-446 Centre Rd, Berwick VIC 3806, Australia","Berwick Church of Christ VIC,Australia",-38.048675,145.335825,1,3806,OK
3,ROOFTOP,"58 Wilson St, Brighton VIC 3186, Australia","Brighton Church of Christ VIC,Australia",-37.913188,145.001217,1,3186,OK
4,ROOFTOP,"66 Blakeley Rd, Castlemaine VIC 3450, Australia","Castlemaine Church of Christ VIC,Australia",-37.043649,144.227832,1,3450,OK
5,ROOFTOP,"14 Acland St, St Kilda VIC 3182, Australia","Christ Church (Anglican) VIC,Australia",-37.8635987,144.9758403,1,3182,OK
6,ROOFTOP,"677 Punt Rd, South Yarra VIC 3141, Australia","Christ Church Anglican VIC,Australia",-37.838555,144.986035,1,3141,OK
7,ROOFTOP,"677 Punt Rd, South Yarra VIC 3141, Australia","Christ Church Anglican VIC,Australia",-37.838555,144.986035,1,3141,OK
8,ROOFTOP,"17 Livingstone Cl, Burwood VIC 3125, Australia","Christian Alliance Church of Victoria VIC,Australia",-37.842659,145.108716,1,3125,OK
9,ROOFTOP,"674-680 Doncaster Rd, Doncaster VIC 3108, Australia","Doncaster Church of Christ VIC,Australia",-37.787799,145.130224,1,3108,OK
10,GEOMETRIC_CENTER,"Pakenham St & Sturt St, Echuca VIC 3564, Australia","Echuca Church of Christ VIC,Australia",-36.1281062,144.754076,2,3564,OK
11,ROOFTOP,"188 Blackburn Rd, Doncaster East VIC 3109, Australia","Edge Church Melbourne VIC,Australia",-37.785359,145.16304,1,3109,OK
12,ROOFTOP,"69 McKillop St, Geelong VIC 3220, Australia","Fire Church Geelong VIC,Australia",-38.1536623,144.3600775,1,3220,OK
13,ROOFTOP,"252 Gordon St, Footscray VIC 3011, Australia","Footscray Church of Christ VIC,Australia",-37.7974357,144.888167,1,3011,OK
14,ROOFTOP,"555 N Walnut Grove Rd, Midlothian, TX 76065, USA","Gateway Church (AOG) VIC,Australia",32.487868,-96.942368,1,76065,OK
15,ROOFTOP,"186 Raglan Parade, Warrnambool VIC 3280, Australia","Gateway Church of Christ VIC,Australia",-38.3832099,142.5146802,2,3280,OK
16,ROOFTOP,"31 Saunders Rd, New Gisborne VIC 3438, Australia","Gisborne Church of Christ VIC,Australia",-37.4696114,144.5977399,1,3438,OK
17,ROOFTOP,"420 Waterdale Rd, Heidelberg West VIC 3081, Australia","Heidelberg West Church of Christ VIC,Australia",-37.747403,145.0471811,2,3081,OK
18,ROOFTOP,"91 River Rd, Horsham VIC 3400, Australia","Horsham Church of Christ VIC,Australia",-36.731903,142.2024403,1,3400,OK
19,ROOFTOP,"129 Tenth St, Mildura VIC 3500, Australia","Mildura Church of Christ VIC,Australia",-34.187408,142.1580139,1,3500,OK
20,ROOFTOP,"46-48 Montclair Ave, Glen Waverley VIC 3150, Australia","Monash City Church of Christ VIC,Australia",-37.8810184,145.1621792,1,3150,OK
21,ROOFTOP,"81 High St, Preston VIC 3072, Australia","Northern Community Church of Christ VIC,Australia",-37.7497863,145.0018432,1,3072,OK
22,ROOFTOP,"176 Como Parade W, Parkdale VIC 3195, Australia","Parkdale Church of Christ VIC,Australia",-37.9919913,145.0741022,1,3195,OK
23,ROOFTOP,"17 Tareeda Way, Ocean Grove VIC 3226, Australia","Peninsula Church of Christ VIC,Australia",-38.2577521,144.5498094,2,3226,OK
24,ROOFTOP,"13 Bedford Rd, Ringwood VIC 3134, Australia","Ringwood Church of Christ VIC,Australia",-37.8156,145.232619,1,3134,OK
25,ROOFTOP,"120 Yarrowee St, Sebastopol VIC 3356, Australia","Rise Christian Church Rise Christian VIC,Australia",-37.593417,143.8438231,1,3356,OK
26,ROOFTOP,"72 George St, Robinvale VIC 3549, Australia","Robinvale Church of Christ VIC,Australia",-34.5866723,142.7768954,1,3549,OK
27,ROOFTOP,"2400 Bay Area Blvd, Friendswood, TX 77546, USA","Southeast Church of Christ VIC,Australia",29.5335677,-95.1612202,1,77546,OK
28,ROOFTOP,"2/12 Chesterville Rd, Cheltenham VIC 3192, Australia","Southern Community Church of Christ VIC,Australia",-37.962101,145.056824,1,3192,OK
29,ROOFTOP,"1b/1 MacKay St, Springvale South VIC 3172, Australia","Springvale South Church of Christ VIC,Australia",-37.972117,145.149339,1,3172,OK
30,ROOFTOP,"8/2 King St, Swan Hill VIC 3585, Australia","Swan Hill Church of Christ VIC,Australia",-35.3305334,143.5564618,1,3585,OK
31,ROOFTOP,"390-398 St Georges Rd, Thornbury VIC 3071, Australia","Thornbury Church of Christ VIC,Australia",-37.75691,144.994253,1,3071,OK
32,ROOFTOP,"155 Bowen St, Warragul VIC 3820, Australia","Warragul Church Of Christ VIC,Australia",-38.145458,145.9292277,1,3820,OK
33,ROOFTOP,"119 Douglas Parade, Williamstown VIC 3016, Australia","Williamstown Church of Christ VIC,Australia",-37.854861,144.897094,1,3016,OK
34,ROOFTOP,"209 Flinders Ln, Melbourne VIC 3000, Australia","Anglican Diocese of Melbourne Church VIC,Australia",-37.8163569,144.9678441,1,3000,OK
35,GEOMETRIC_CENTER,"Ground Floor 262 Queen Street, Melbourne VIC 3000, Australia","City on a Hill Church VIC,Australia",-37.812421,144.959797,1,3000,OK
36,ROOFTOP,"174 Collins St, Melbourne VIC 3000, Australia","Collins St. Baptist Church VIC,Australia",-37.8147769,144.967508,1,3000,OK
37,ROOFTOP,"333 Swanston St, Melbourne VIC 3000, Australia","CrossCulture Church VIC,Australia",-37.810456,144.963985,1,3000,OK
38,ROOFTOP,"400 City Rd, Southbank VIC 3006, Australia","Planetshakers Church VIC,Australia",-37.8292387,144.9557145,1,3006,OK
39,ROOFTOP,"156 Collins St, Melbourne VIC 3000, Australia","Scots Presbyterian Church VIC,Australia",-37.8146055,144.9685126,2,3000,OK
40,ROOFTOP,"20 City Rd, Southbank VIC 3006, Australia","St Johns Southgate Lutheran Church VIC,Australia",-37.8206506,144.9669925,1,3006,OK
41,GEOMETRIC_CENTER,"Flinders Ln & Swanston St, Melbourne VIC 3000, Australia","St Paul's Anglican Cathedral Church VIC,Australia",-37.817029,144.967687,1,3000,OK
42,ROOFTOP,"910 Toorak Rd, Camberwell VIC 3124, Australia","UCA Gospel Hall Church VIC,Australia",-37.846358,145.057135,1,3124,OK
43,ROOFTOP,"148 Lonsdale St, Melbourne VIC 3000, Australia","Wesley Church Church VIC,Australia",-37.810301,144.968247,1,3000,OK
44,ROOFTOP,"193 Hotham St, East Melbourne VIC 3002, Australia","Holy Trinity Anglican Church VIC,Australia",-37.814255,144.983619,1,3002,OK
45,ROOFTOP,"176 Simpson St, East Melbourne VIC 3002, Australia","St Nicholas Antiochian Orthodox Church VIC,Australia",-37.8103722,144.9891931,1,3002,OK
46,ROOFTOP,"15 Gisborne St, East Melbourne VIC 3002, Australia","St Peter's Anglican Church VIC,Australia",-37.8097641,144.9751564,1,3002,OK
47,ROOFTOP,"400 City Rd, Southbank VIC 3006, Australia","Planetshakers Church Melbourne City Campus Church VIC,Australia",-37.8292387,144.9557145,1,3006,OK
49,ROOFTOP,"252 Gordon St, Footscray VIC 3011, Australia","Citigate Church VIC,Australia",-37.797465,144.8880441,1,3011,OK
50,ROOFTOP,"60 Paisley St, Footscray VIC 3011, Australia","Footscray Baptist Church VIC,Australia",-37.8002276,144.8952984,1,3011,OK
51,ROOFTOP,"156 Collins St, Melbourne VIC 3000, Australia","West Footscray Presbyterian Church VIC,Australia",-37.8146256,144.9681937,1,3000,OK
52,GEOMETRIC_CENTER,"Yarraville VIC 3013, Australia","Westgate Baptist Church VIC,Australia",-37.8161884,144.8805003,1,3013,OK
53,ROOFTOP,"26 Mason St, Newport VIC 3015, Australia","Newport Baptist Church VIC,Australia",-37.8420547,144.8810005,1,3015,OK
54,ROOFTOP,"43 Paxton St, South Kingsville VIC 3015, Australia","C3 Church VIC,Australia",-37.829152,144.870197,1,3015,OK
55,ROOFTOP,"193 Hotham St, East Melbourne VIC 3002, Australia","Holy Trinity Anglican Church VIC,Australia",-37.814255,144.983619,1,3002,OK
56,ROOFTOP,"214 N Main St, Williamstown, KY 41097, USA","Williamstown Baptist Church VIC,Australia",38.6388379,-84.5601275,1,41097,OK
57,ROOFTOP,"8 Electra St, Williamstown VIC 3016, Australia","Williamstown Gospel Mission Church VIC,Australia",-37.8632636,144.8989724,1,3016,OK
58,ROOFTOP,"87 Cecil St, Williamstown VIC 3016, Australia","Willlamstown Presbyterian Church VIC,Australia",-37.865315,144.9034802,1,3016,OK
59,ROOFTOP,"14 Sargood St, Altona VIC 3018, Australia","Altona Baptist Church VIC,Australia",-37.8686146,144.8291259,1,3018,OK
60,ROOFTOP,"1010 Euless South Main St, Euless, TX 76040, USA","Tongan Methodist Church VIC,Australia",32.8225677,-97.0826206,2,76040,OK
61,ROOFTOP,"12A Sun Cres, Sunshine VIC 3020, Australia","Cloud Christian Church Church VIC,Australia",-37.7875337,144.8307099,1,3020,OK
62,ROOFTOP,"8 Watt St, Sunshine VIC 3020, Australia","Hope of Life Community Church Church VIC,Australia",-37.789061,144.829806,1,3020,OK
63,ROOFTOP,"41 Lance Rd, Sunshine North VIC 3020, Australia","Enjoy Church VIC,Australia",-37.7613606,144.8430302,1,3020,OK
64,ROOFTOP,"33 Howard St, West Melbourne VIC 3003, Australia","Melbourne West Church VIC,Australia",-37.805901,144.952862,1,3003,OK
65,ROOFTOP,"120 Anderson Rd, Sunshine VIC 3020, Australia","Sunshine Presbyterian Church VIC,Australia",-37.7840854,144.8278072,1,3020,OK
66,ROOFTOP,"95 Alfrieda St, St Albans VIC 3021, Australia","GROW Church VIC,Australia",-37.73798,144.801553,1,3021,OK
67,ROOFTOP,"3 W Esplanade, St Albans VIC 3021, Australia","(Croatian) Seventh-day Adventist Church VIC,Australia",-37.742811,144.797679,1,3021,OK
68,ROOFTOP,"116-120 Black Forest Rd, Wyndham Vale VIC 3030, Australia","Wyndham Presbyterian Church VIC,Australia",-37.900867,144.6253709,1,3030,OK
69,ROOFTOP,"14 Sargood St, Altona VIC 3018, Australia","Altona Baptist Church VIC,Australia",-37.8686146,144.8291259,1,3018,OK
71,ROOFTOP,"68-72 Nelson Ave, Altona VIC 3028, Australia","Altona Evangelical Church Church VIC,Australia",-37.880385,144.778968,1,3028,OK
72,ROOFTOP,"61 Central Ave, Altona Meadows VIC 3028, Australia","Altona Meadows/Laverton Uniting Church VIC,Australia",-37.8713621,144.7716416,1,3028,OK
73,ROOFTOP,"15 Perkins Ave, Hoppers Crossing VIC 3029, Australia","Connect City Church West Church VIC,Australia",-37.867193,144.691324,1,3029,OK
74,ROOFTOP,"37-43 Graham Ct, Hoppers Crossing VIC 3029, Australia","Destiny Centre Church VIC,Australia",-37.873808,144.729314,2,3029,OK
76,ROOFTOP,"147-155 Hogans Rd, Hoppers Crossing VIC 3029, Australia","South West Christian Church VIC,Australia",-37.8628669,144.6835738,1,3029,OK
77,GEOMETRIC_CENTER,"152-154 Bellbridge Drive, Hoppers Crossing VIC 3029, Australia","Suburban Baptist Church VIC,Australia",-37.8658658,144.7117248,1,3029,OK
78,ROOFTOP,"28/39 Eucumbene Dr, Ravenhall VIC 3023, Australia","Faith Christian Community Church VIC,Australia",-37.7604345,144.7445643,1,3023,OK
79,ROOFTOP,"Point Cook Senior Secondary College, Boardwalk Blvd & Bergamot Drive, Point Cook VIC 3030, Australia","Lightpoint Church VIC,Australia",-37.887433,144.733617,2,3030,OK
80,GEOMETRIC_CENTER,"Raaf Base Chapel, Point Cook Road, Point Cook VIC 3030, Australia","Point Cook Presbyterian Church VIC,Australia",-37.9244378,144.7488743,1,3030,OK
81,ROOFTOP,"225 Heaths Rd, Werribee VIC 3030, Australia","Werribee Baptist Church VIC,Australia",-37.877851,144.6821771,1,3030,OK
82,ROOFTOP,"156 Collins St, Melbourne VIC 3000, Australia","Flemington Presbyterian Church VIC,Australia",-37.8146055,144.9685126,1,3000,OK
83,ROOFTOP,"12 Brighton St, Flemington VIC 3031, Australia","Newmarket Baptist Church VIC,Australia",-37.785458,144.930295,1,3031,OK
84,ROOFTOP,"60 Maribyrnong Rd, Ascot Vale VIC 3032, Australia","Ascot Vale Uniting Church VIC,Australia",-37.7720309,144.9221698,2,3032,OK
85,GEOMETRIC_CENTER,"Ground Floor 262 Queen Street, Melbourne VIC 3000, Australia","City on a Hill Church VIC,Australia",-37.812421,144.959797,1,3000,OK
87,ROOFTOP,"8/1154 Burwood Hwy, Upper Ferntree Gully VIC 3156, Australia","CityWide Church VIC,Australia",-37.892603,145.301144,1,3156,OK
88,ROOFTOP,"97 Quinn Grove, Keilor East VIC 3033, Australia","Evangelical Christian Church Church VIC,Australia",-37.739698,144.8693181,1,3033,OK
89,GEOMETRIC_CENTER,"1 Taylors Lakes VIC 3038 Victoria, Station St, Taylors Lakes VIC 3038, Australia","Brimbank Presbyterian Church VIC,Australia",-37.700128,144.77428,1,3038,OK
90,ROOFTOP,"58 Reema Blvd, Endeavour Hills VIC 3802, Australia","GraceWest Bible Church Church VIC,Australia",-37.9739534,145.2736352,1,3802,OK
91,ROOFTOP,"23 Lexington Dr, Burnside VIC 3023, Australia","Lake Caroline Community Church Church VIC,Australia",-37.744885,144.752407,1,3023,OK
92,ROOFTOP,"301 Cotham Rd, Kew VIC 3101, Australia","Life In Christ Church Church VIC,Australia",-37.8098389,145.0572776,1,3101,OK
93,ROOFTOP,"350 Calder Park Dr, Sydenham VIC 3037, Australia","Sydenham Baptist Church VIC,Australia",-37.700806,144.756603,1,3037,OK
94,ROOFTOP,"760 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia","Anglican Parish of St Thomas Church VIC,Australia",-37.7653157,144.9247005,1,3039,OK
95,ROOFTOP,"820 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia","Essendon PresbyterianMoonee Ponds Church VIC,Australia",-37.7598643,144.9214185,1,3039,OK
96,ROOFTOP,"45 Eglinton St, Moonee Ponds VIC 3039, Australia","Moonee Ponds Baptist Church VIC,Australia",-37.7691774,144.9162382,1,3039,OK
97,ROOFTOP,"5 Price St, Essendon VIC 3040, Australia","Aberfeldie Baptist Church VIC,Australia",-37.753547,144.893907,1,3040,OK
98,ROOFTOP,"134 - 138 Buckley St, Essendon VIC 3040, Australia","Essendon Baptist Community Church VIC,Australia",-37.756332,144.913516,1,3040,OK
99,ROOFTOP,"8707 E 19th St, Tulsa, OK 74112, USA","International Baptist Church VIC,Australia",36.1362773,-95.8805917,1,74112,OK
100,ROOFTOP,"49 Freight Rd, Tullamarine VIC 3043, Australia","Realife Church VIC,Australia",-37.6919883,144.8773695,1,3043,OK
101,ROOFTOP,"80 Harrick Rd, Keilor Park VIC 3042, Australia","Keilor City Church Church VIC,Australia",-37.724357,144.84738,1,3042,OK
102,ROOFTOP,"19051 N R H Johnson Blvd, Sun City West, AZ 85375, USA","City West AOG Church VIC,Australia",33.6585417,-112.3508362,1,85375,OK
103,ROOFTOP,"8/1154 Burwood Hwy, Upper Ferntree Gully VIC 3156, Australia","CityWide Church VIC,Australia",-37.892603,145.301144,1,3156,OK
104,ROOFTOP,"7333 E 22nd St, Tucson, AZ 85710, USA","Living Hope Family Church Church VIC,Australia",32.207019,-110.8354731,1,85710,OK
105,ROOFTOP,"193 Hotham St, East Melbourne VIC 3002, Australia","Holy Trinity Anglican Parish Church VIC,Australia",-37.814255,144.983619,1,3002,OK
106,ROOFTOP,"701-703 Pascoe Vale Rd, Glenroy VIC 3046, Australia","MeadowView Baptist Church VIC,Australia",-37.7103736,144.9166674,1,3046,OK
107,GEOMETRIC_CENTER,"Derby St & Kent Road, Pascoe Vale South VIC 3044, Australia","Moreland ChristianChurch Church VIC,Australia",-37.7208986,144.9475886,1,3044,OK
108,ROOFTOP,"26 Millewa Cres, Dallas VIC 3047, Australia","Hume Community Baptist Church VIC,Australia",-37.6741304,144.9291326,1,3047,OK
109,ROOFTOP,"43 Paxton St, South Kingsville VIC 3015, Australia","C3 Church VIC,Australia",-37.829152,144.870197,1,3015,OK
110,ROOFTOP,"135 Capel St, North Melbourne VIC 3051, Australia","Central (Chinese) Baptist Church VIC,Australia",-37.8046837,144.9552868,1,3051,OK
111,ROOFTOP,"161 -167 Peel St, North Melbourne VIC 3051, Australia","Greek Free Church Church VIC,Australia",-37.804155,144.955941,1,3051,OK
112,ROOFTOP,"St Marys Anglican Church, 3512 Sunraysia Hwy, Lexton VIC 3352, Australia","St Marys Anglican Church VIC,Australia",-37.277755,143.516983,1,3352,OK
113,ROOFTOP,"54 Lygon St, Carlton VIC 3053, Australia","Lygon St Christian Chapel Church VIC,Australia",-37.8059012,144.966192,2,3053,OK
114,ROOFTOP,"235 Palmerston St, Carlton VIC 3053, Australia","St Jude's Anglican Church VIC,Australia",-37.796229,144.967403,1,3053,OK
115,ROOFTOP,"120 Collins St, Melbourne VIC 3000, Australia","St. Michaels Church VIC,Australia",-37.8142665,144.9696592,1,3000,OK
116,ROOFTOP,"9 Western Ave, Westmeadows VIC 3049, Australia","LifeHouse Church VIC,Australia",-37.684936,144.881076,1,3049,OK
117,ROOFTOP,"491 Sydney Rd, Brunswick VIC 3056, Australia","Brunswick Baptist Church VIC,Australia",-37.765521,144.9620331,1,3056,OK
118,ROOFTOP,"298 Sydney Rd, Coburg VIC 3058, Australia","Coburg Baptist Church VIC,Australia",-37.7470071,144.9661184,1,3058,OK
119,ROOFTOP,"111 Anderson Rd, Fawkner VIC 3060, Australia","Faith Baptist Church VIC,Australia",-37.6962993,144.9666096,1,3060,OK
120,ROOFTOP,"127 Craigieburn Rd West, Craigieburn VIC 3064, Australia","Central Life Church VIC,Australia",-37.598557,144.935054,1,3064,OK
121,ROOFTOP,"16 Rushwood Dr, Craigieburn VIC 3064, Australia","Joy of Life ChristianMinistries Church VIC,Australia",-37.611827,144.950199,1,3064,OK
122,ROOFTOP,"9 Lachlan Cres, Roxburgh Park VIC 3064, Australia","Roxburgh Park Community Church VIC,Australia",-37.618225,144.927568,1,3064,OK
123,ROOFTOP,"75 Interlink Dr, Craigieburn VIC 3064, Australia","Salvos 3064 Church VIC,Australia",-37.603354,144.946952,1,3064,OK
124,ROOFTOP,"16 Rayfield Ave, Craigieburn VIC 3064, Australia","St Thomas Uniting Church VIC,Australia",-37.59681,144.935624,1,3064,OK
125,ROOFTOP,"16-18 Michael St, North Fitzroy VIC 3068, Australia","Clifton Hill Presbyterian Church VIC,Australia",-37.78749,144.990686,1,3068,OK
126,ROOFTOP,"75 Reid St, Fitzroy North VIC 3068, Australia","Fitzroy North Community Church VIC,Australia",-37.785316,144.980772,1,3068,OK
127,ROOFTOP,"648 High St, Reservoir VIC 3073, Australia","Acts 2 Faith Church VIC,Australia",-37.7299601,145.0056227,1,3073,OK
128,ROOFTOP,"542 High St, Northcote VIC 3070, Australia","Northcote Baptist Church VIC,Australia",-37.7636829,145.0001638,1,3070,OK
130,ROOFTOP,"108 Cramer St, Preston VIC 3072, Australia","West Preston Baptist Church VIC,Australia",-37.7388067,144.9905286,1,3072,OK
131,ROOFTOP,"170 Rindge Ave, Cambridge, MA 02140, USA","Reservoir Christian Fellowship Church VIC,Australia",42.3924439,-71.131153,1,2140,OK
132,ROOFTOP,"51-59 Dehnert St, Doncaster East VIC 3109, Australia","Bread of Life Church VIC,Australia",-37.7825727,145.1488686,1,3109,OK
133,ROOFTOP,"1 Livingstone St, Ivanhoe VIC 3079, Australia","Ivanhoe Baptist Church VIC,Australia",-37.76766,145.04263,1,3079,OK
134,ROOFTOP,"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia","St James' Anglican Church VIC,Australia",-37.7888531,145.4332627,1,3139,OK
135,ROOFTOP,"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia","Rosanna Baptist Church VIC,Australia",-37.746469,145.057652,1,3081,OK
136,ROOFTOP,"11 Morang Dr, Mill Park VIC 3082, Australia","Mill Park Baptist Church VIC,Australia",-37.660737,145.053991,1,3082,OK
138,ROOFTOP,"19 Enterprise Dr, Bundoora VIC 3083, Australia","Bundoora Presbyterian Church VIC,Australia",-37.684576,145.071018,1,3083,OK
139,ROOFTOP,"31-61 McLeans Rd, Bundoora VIC 3083, Australia","Encompass Church VIC,Australia",-37.6944794,145.054664,2,3083,OK
140,ROOFTOP,"51 Lusher Rd, Croydon VIC 3136, Australia","Hope Church VIC,Australia",-37.8037299,145.2786732,1,3136,OK
141,ROOFTOP,"760 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia","The Anglican Parish Church VIC,Australia",-37.7653157,144.9247005,1,3039,OK
142,ROOFTOP,"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia","Rosanna Christian Church Church VIC,Australia",-37.746469,145.057652,1,3081,OK
143,ROOFTOP,"2 Chapel St, St Kilda VIC 3182, Australia","All Saints' Anglican Church VIC,Australia",-37.8582357,144.9925414,1,3182,OK
144,ROOFTOP,"37 Grimshaw St, Greensborough VIC 3088, Australia","Living Faith Church Church VIC,Australia",-37.7049411,145.1054777,1,3088,OK
145,ROOFTOP,"86 Clendon Rd, Toorak VIC 3142, Australia","St John's Anglican Church VIC,Australia",-37.841997,145.0145036,1,3142,OK
146,ROOFTOP,"309 Diamond Creek Rd, Plenty VIC 3090, Australia","Diamond Valley Baptist Church VIC,Australia",-37.6776239,145.1230958,1,3090,OK
147,ROOFTOP,"360 Main Rd, Lower Plenty VIC 3093, Australia","Planetshakers North East Church VIC,Australia",-37.7302417,145.1278416,1,3093,OK
148,ROOFTOP,"24 Mayona Rd, Montmorency VIC 3094, Australia","Montmorency Community Church Church VIC,Australia",-37.7137553,145.1169585,1,3094,OK
149,ROOFTOP,"43/49 Nyora Rd, Eltham VIC 3095, Australia","Eltham Baptist Church VIC,Australia",-37.7171909,145.168992,1,3095,OK
150,ROOFTOP,"23 Batman Rd, Eltham VIC 3095, Australia","Eltham Presbyterian Church VIC,Australia",-37.7074188,145.1515753,1,3095,OK
151,ROOFTOP,"39 Lower Rd, Eltham North VIC 3095, Australia","Glen Park Gospel Church VIC,Australia",-37.7000604,145.1498504,1,3095,OK
152,ROOFTOP,"40a Mary St, Highgate WA 6003, Australia","Southern Cross Church VIC,Australia",-31.93715,115.8679,1,6003,OK
153,ROOFTOP,"960 Heidleberg-Kinglake Rd, Hurstbridge VIC 3099, Australia","Green Wedge Christian Community Church VIC,Australia",-37.6368093,145.1973378,1,3099,OK
154,ROOFTOP,"10 Highbury Grove, Kew VIC 3101, Australia","Kew Baptist Church VIC,Australia",-37.8064818,145.0371195,1,3101,OK
155,ROOFTOP,"75A Cotham Rd, Kew VIC 3101, Australia","Melbourne (Chinese) Baptist Church VIC,Australia",-37.8073049,145.0370582,2,3101,OK
156,ROOFTOP,"62 Mark St, North Melbourne VIC 3051, Australia","Melbourne Life Church VIC,Australia",-37.7934011,144.9379942,1,3051,OK
157,ROOFTOP,"16 Osburn Ave, Balwyn North VIC 3104, Australia","St Hils Anglican Church VIC,Australia",-37.7952252,145.0737169,1,3104,OK
158,ROOFTOP,"2 Margaret St, Canterbury VIC 3126, Australia","St Paul's Anglican Church VIC,Australia",-37.827084,145.085378,1,3126,OK
