formatted_address,input_string,latitude,longitude,postcode,type,Culture
"28/39 Eucumbene Dr, Ravenhall VIC 3023, Australia",Faith Christian Community Church,-37.7604345,144.7445643,3023,Church/Temple,Itanlian
"23 Lexington Dr, Burnside VIC 3023, Australia",Lake Caroline Community Church Church,-37.744885,144.752407,3023,Church/Temple,Itanlian
"115 Kerferd Rd, Albert Park VIC 3026, Australia",Albert Park/Port Melbourne Baptist Church,-37.8462299,144.9551127,3026,Church/Temple,Itanlian
"68-72 Nelson Ave, Altona VIC 3028, Australia",Altona Evangelical Church Church,-37.880385,144.778968,3028,Church/Temple,Itanlian
"61 Central Ave, Altona Meadows VIC 3028, Australia",Altona Meadows/Laverton Uniting Church,-37.8713621,144.7716416,3028,Church/Temple,Itanlian
"15 Perkins Ave, Hoppers Crossing VIC 3029, Australia",Connect City Church West Church,-37.867193,144.691324,3029,Church/Temple,Itanlian
"37-43 Graham Ct, Hoppers Crossing VIC 3029, Australia",Destiny Centre Church,-37.873808,144.729314,3029,Church/Temple,Itanlian
"147-155 Hogans Rd, Hoppers Crossing VIC 3029, Australia",South West Christian Church,-37.8628669,144.6835738,3029,Church/Temple,Itanlian
"152-154 Bellbridge Drive, Hoppers Crossing VIC 3029, Australia",Suburban Baptist Church,-37.8658658,144.7117248,3029,Church/Temple,Itanlian
"116-120 Black Forest Rd, Wyndham Vale VIC 3030, Australia",Wyndham Presbyterian Church,-37.900867,144.6253709,3030,Church/Temple,Itanlian
"Point Cook Senior Secondary College, Boardwalk Blvd & Bergamot Drive, Point Cook VIC 3030, Australia",Lightpoint Church,-37.887433,144.733617,3030,Church/Temple,Itanlian
"Raaf Base Chapel, Point Cook Road, Point Cook VIC 3030, Australia",Point Cook Presbyterian Church,-37.9244378,144.7488743,3030,Church/Temple,Itanlian
"225 Heaths Rd, Werribee VIC 3030, Australia",Werribee Baptist Church,-37.877851,144.6821771,3030,Church/Temple,Itanlian
"200 Tarneit Rd, Werribee VIC 3030, Australia",Church of Christ Church,-37.8830629,144.6626053,3030,Church/Temple,Itanlian
"12 Brighton St, Flemington VIC 3031, Australia",Newmarket Baptist Church,-37.785458,144.930295,3031,Church/Temple,Itanlian
"60 Maribyrnong Rd, Ascot Vale VIC 3032, Australia",Ascot Vale Uniting Church,-37.7720309,144.9221698,3032,Church/Temple,Itanlian
"97 Quinn Grove, Keilor East VIC 3033, Australia",Evangelical Christian Church Church,-37.739698,144.8693181,3033,Church/Temple,Itanlian
"350 Calder Park Dr, Sydenham VIC 3037, Australia",Sydenham Baptist Church,-37.700806,144.756603,3037,Church/Temple,Itanlian
"1 Taylors Lakes VIC 3038 Victoria, Station St, Taylors Lakes VIC 3038, Australia",Brimbank Presbyterian Church,-37.700128,144.77428,3038,Church/Temple,Itanlian
"760 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Anglican Parish of St Thomas Church,-37.7653157,144.9247005,3039,Church/Temple,Itanlian
"820 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Essendon PresbyterianMoonee Ponds Church,-37.7598643,144.9214185,3039,Church/Temple,Itanlian
"45 Eglinton St, Moonee Ponds VIC 3039, Australia",Moonee Ponds Baptist Church,-37.7691774,144.9162382,3039,Church/Temple,Itanlian
"760 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",The Anglican Parish Church,-37.7653157,144.9247005,3039,Church/Temple,Itanlian
"5 Price St, Essendon VIC 3040, Australia",Aberfeldie Baptist Church,-37.753547,144.893907,3040,Church/Temple,Itanlian
"134 - 138 Buckley St, Essendon VIC 3040, Australia",Essendon Baptist Community Church,-37.756332,144.913516,3040,Church/Temple,Itanlian
"80 Harrick Rd, Keilor Park VIC 3042, Australia",Keilor City Church Church,-37.724357,144.84738,3042,Church/Temple,Itanlian
"49 Freight Rd, Tullamarine VIC 3043, Australia",Realife Church,-37.6919883,144.8773695,3043,Church/Temple,Itanlian
"Derby St & Kent Road, Pascoe Vale South VIC 3044, Australia",Moreland ChristianChurch Church,-37.7208986,144.9475886,3044,Church/Temple,Itanlian
"701-703 Pascoe Vale Rd, Glenroy VIC 3046, Australia",MeadowView Baptist Church,-37.7103736,144.9166674,3046,Church/Temple,Itanlian
"26 Millewa Cres, Dallas VIC 3047, Australia",Hume Community Baptist Church,-37.6741304,144.9291326,3047,Church/Temple,Itanlian
"9 Western Ave, Westmeadows VIC 3049, Australia",LifeHouse Church,-37.684936,144.881076,3049,Church/Temple,Itanlian
"135 Capel St, North Melbourne VIC 3051, Australia",Central (Chinese) Baptist Church,-37.8046837,144.9552868,3051,Church/Temple,Itanlian
"161 -167 Peel St, North Melbourne VIC 3051, Australia",Greek Free Church Church,-37.804155,144.955941,3051,Church/Temple,Itanlian
"62 Mark St, North Melbourne VIC 3051, Australia",Melbourne Life Church,-37.7934011,144.9379942,3051,Church/Temple,Itanlian
"62 Mark St, North Melbourne VIC 3051, Australia",Life Church Church,-37.7934011,144.9379942,3051,Church/Temple,Itanlian
"54 Lygon St, Carlton VIC 3053, Australia",Lygon St Christian Chapel Church,-37.8059012,144.966192,3053,Church/Temple,Itanlian
"235 Palmerston St, Carlton VIC 3053, Australia",St Jude's Anglican Church,-37.796229,144.967403,3053,Church/Temple,Itanlian
"491 Sydney Rd, Brunswick VIC 3056, Australia",Brunswick Baptist Church,-37.765521,144.9620331,3056,Church/Temple,Itanlian
"298 Sydney Rd, Coburg VIC 3058, Australia",Coburg Baptist Church,-37.7470071,144.9661184,3058,Church/Temple,Itanlian
"111 Anderson Rd, Fawkner VIC 3060, Australia",Faith Baptist Church,-37.6962993,144.9666096,3060,Church/Temple,Itanlian
"127 Craigieburn Rd West, Craigieburn VIC 3064, Australia",Central Life Church,-37.598557,144.935054,3064,Church/Temple,Itanlian
"16 Rushwood Dr, Craigieburn VIC 3064, Australia",Joy of Life ChristianMinistries Church,-37.611827,144.950199,3064,Church/Temple,Itanlian
"9 Lachlan Cres, Roxburgh Park VIC 3064, Australia",Roxburgh Park Community Church,-37.618225,144.927568,3064,Church/Temple,Itanlian
"75 Interlink Dr, Craigieburn VIC 3064, Australia",Salvos 3064 Church,-37.603354,144.946952,3064,Church/Temple,Itanlian
"16 Rayfield Ave, Craigieburn VIC 3064, Australia",St Thomas Uniting Church,-37.59681,144.935624,3064,Church/Temple,Itanlian
"King William St, Fitzroy VIC 3065, Australia",All Saints Church,-37.8022236,144.9786117,3065,Church/Temple,Itanlian
"16-18 Michael St, North Fitzroy VIC 3068, Australia",Clifton Hill Presbyterian Church,-37.78749,144.990686,3068,Church/Temple,Itanlian
"75 Reid St, Fitzroy North VIC 3068, Australia",Fitzroy North Community Church,-37.785316,144.980772,3068,Church/Temple,Itanlian
"542 High St, Northcote VIC 3070, Australia",Northcote Baptist Church,-37.7636829,145.0001638,3070,Church/Temple,Itanlian
"2/177 Beavers Rd, Northcote VIC 3070, Australia",Community Church Church,-37.7653809,144.9859464,3070,Church/Temple,Itanlian
"390-398 St Georges Rd, Thornbury VIC 3071, Australia",Thornbury Church of Christ,-37.75691,144.994253,3071,Church/Temple,Itanlian
"81 High St, Preston VIC 3072, Australia",Northern Community Church of Christ,-37.7497863,145.0018432,3072,Church/Temple,Itanlian
"108 Cramer St, Preston VIC 3072, Australia",West Preston Baptist Church,-37.7388067,144.9905286,3072,Church/Temple,Itanlian
"40/42 Gilbert Rd, Melbourne VIC 3072, Australia",St. Mark's Church Church,-37.749541,144.988424,3072,Church/Temple,Itanlian
"648 High St, Reservoir VIC 3073, Australia",Acts 2 Faith Church,-37.7299601,145.0056227,3073,Church/Temple,Itanlian
"1 Livingstone St, Ivanhoe VIC 3079, Australia",Ivanhoe Baptist Church,-37.76766,145.04263,3079,Church/Temple,Itanlian
"420 Waterdale Rd, Heidelberg West VIC 3081, Australia",Heidelberg West Church of Christ,-37.747403,145.0471811,3081,Church/Temple,Itanlian
"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia",Rosanna Baptist Church,-37.746469,145.057652,3081,Church/Temple,Itanlian
"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia",Rosanna Christian Church Church,-37.746469,145.057652,3081,Church/Temple,Itanlian
"11 Morang Dr, Mill Park VIC 3082, Australia",Mill Park Baptist Church,-37.660737,145.053991,3082,Church/Temple,Itanlian
"19 Enterprise Dr, Bundoora VIC 3083, Australia",Bundoora Presbyterian Church,-37.684576,145.071018,3083,Church/Temple,Itanlian
"31-61 McLeans Rd, Bundoora VIC 3083, Australia",Encompass Church,-37.6944794,145.054664,3083,Church/Temple,Itanlian
"31-61 McLeans Rd, Bundoora VIC 3083, Australia",Encompass Church,-37.6944794,145.054664,3083,Church/Temple,Itanlian
"37 Grimshaw St, Greensborough VIC 3088, Australia",Living Faith Church Church,-37.7049411,145.1054777,3088,Church/Temple,Itanlian
"309 Diamond Creek Rd, Plenty VIC 3090, Australia",Diamond Valley Baptist Church,-37.6776239,145.1230958,3090,Church/Temple,Itanlian
"360 Main Rd, Lower Plenty VIC 3093, Australia",Planetshakers North East Church,-37.7302417,145.1278416,3093,Church/Temple,Itanlian
"24 Mayona Rd, Montmorency VIC 3094, Australia",Montmorency Community Church Church,-37.7137553,145.1169585,3094,Church/Temple,Itanlian
"43/49 Nyora Rd, Eltham VIC 3095, Australia",Eltham Baptist Church,-37.7171909,145.168992,3095,Church/Temple,Itanlian
"23 Batman Rd, Eltham VIC 3095, Australia",Eltham Presbyterian Church,-37.7074188,145.1515753,3095,Church/Temple,Itanlian
"39 Lower Rd, Eltham North VIC 3095, Australia",Glen Park Gospel Church,-37.7000604,145.1498504,3095,Church/Temple,Itanlian
"960 Heidleberg-Kinglake Rd, Hurstbridge VIC 3099, Australia",Green Wedge Christian Community Church,-37.6368093,145.1973378,3099,Church/Temple,Itanlian
"301 Cotham Rd, Kew VIC 3101, Australia",Life In Christ Church Church,-37.8098389,145.0572776,3101,Church/Temple,Itanlian
"10 Highbury Grove, Kew VIC 3101, Australia",Kew Baptist Church,-37.8064818,145.0371195,3101,Church/Temple,Itanlian
"75A Cotham Rd, Kew VIC 3101, Australia",Melbourne (Chinese) Baptist Church,-37.8073049,145.0370582,3101,Church/Temple,Itanlian
"2 Leonard St, Deepdene VIC 3103, Australia",Balwyn Gospel Chapel Church,-37.8106981,145.0680833,3103,Church/Temple,Itanlian
"184 Balwyn Rd, Balwyn VIC 3103, Australia",Balwyn Wesleyan Methodist Church,-37.80407,145.083408,3103,Church/Temple,Itanlian
"16 Osburn Ave, Balwyn North VIC 3104, Australia",St Hils Anglican Church,-37.7952252,145.0737169,3104,Church/Temple,Itanlian
"136 Doncaster Rd, North Balwyn VIC 3104, Australia",North Balwyn Baptist Church,-37.7942022,145.0789695,3104,Church/Temple,Itanlian
"30 Lilian St, Bulleen VIC 3105, Australia",St Timothys Anglican Church,-37.77201,145.096195,3105,Church/Temple,Itanlian
"143/145 Parker St, Templestowe VIC 3106, Australia",Manningham Christian Centre Church,-37.757695,145.127817,3106,Church/Temple,Itanlian
"41 Marcus Rd, Templestowe Lower VIC 3107, Australia",Bulleen Baptist Church,-37.7680692,145.1041966,3107,Church/Temple,Itanlian
"41 Marcus Rd, Manningham VIC 3107, Australia",SonLife Community Church,-37.7680749,145.1041876,3107,Church/Temple,Itanlian
"674-680 Doncaster Rd, Doncaster VIC 3108, Australia",Doncaster Church of Christ,-37.787799,145.130224,3108,Church/Temple,Itanlian
"188 Blackburn Rd, Doncaster East VIC 3109, Australia",Edge Church Melbourne,-37.785359,145.16304,3109,Church/Temple,Itanlian
"51-59 Dehnert St, Doncaster East VIC 3109, Australia",Bread of Life Church,-37.7825727,145.1488686,3109,Church/Temple,Itanlian
"8 Montgomery St, Doncaster East VIC 3109, Australia",Doncaster City Church,-37.7882954,145.1603807,3109,Church/Temple,Itanlian
"460 Blackburn Rd, Doncaster East VIC 3109, Australia",Deep Creek Anglican Church,-37.7662166,145.1666028,3109,Church/Temple,Itanlian
"47-53 Tunstall Rd, Doncaster East VIC 3109, Australia",East Doncaster Baptist Church,-37.7937288,145.169813,3109,Church/Temple,Itanlian
"188 Blackburn Rd, Doncaster East VIC 3109, Australia",Edge Church,-37.785359,145.16304,3109,Church/Temple,Itanlian
"107 Andersons Creek Rd, Doncaster East VIC 3109, Australia",Templestowe Baptist Church,-37.7672324,145.1714882,3109,Church/Temple,Itanlian
"5 McGowans Rd, Donvale VIC 3111, Australia",Donvale Prebyterian Church,-37.795799,145.179995,3111,Church/Temple,Itanlian
"320 Reynolds Rd, Donvale VIC 3111, Australia",Vantage Point Church,-37.767467,145.191889,3111,Church/Temple,Itanlian
"15-49 Old Melbourne Rd, Chirnside Park VIC 3116, Australia",Life Ministry Centre Church,-37.7621057,145.3032343,3116,Church/Temple,Itanlian
"360 Church St, Richmond VIC 3121, Australia",St Stephen's Anglican Church,-37.8224703,144.9981836,3121,Church/Temple,Itanlian
"10 Griffiths St, Richmond VIC 3121, Australia",Bridge Church Church,-37.8181901,145.0022981,3121,Church/Temple,Itanlian
"10 Griffiths St, Richmond VIC 3121, Australia",Bridge Church Church,-37.8181901,145.0022981,3121,Church/Temple,Itanlian
"360 Church St, Richmond VIC 3121, Australia",St Stephen's Anglican Church,-37.8224703,144.9981836,3121,Church/Temple,Itanlian
"81 Oxley Rd, Hawthorn VIC 3122, Australia",Auburn Uniting Church,-37.8247372,145.0428462,3122,Church/Temple,Itanlian
"36 Barton St, Hawthorn VIC 3122, Australia",Hawthorn West Baptist Church,-37.818511,145.022149,3122,Church/Temple,Itanlian
"5 St Columbs St, Hawthorn VIC 3122, Australia",St Columb's Anglican Church,-37.8234704,145.0395057,3122,Church/Temple,Itanlian
"460 Riversdale Rd, Hawthorn East VIC 3123, Australia",Camberwell Baptist Church,-37.8314652,145.0553295,3123,Church/Temple,Itanlian
"460 Riversdale Rd, Hawthorn East VIC 3123, Australia",EastCamberwell Baptist Church,-37.8314652,145.0553295,3123,Church/Temple,Itanlian
"910 Toorak Rd, Camberwell VIC 3124, Australia",UCA Gospel Hall Church,-37.846358,145.057135,3124,Church/Temple,Itanlian
"1 Canterbury Rd, Camberwell VIC 3124, Australia",St Mark's Anglican Church,-37.8212974,145.0592091,3124,Church/Temple,Itanlian
"581 Riversdale Rd, Camberwell VIC 3124, Australia",Trinity Prebyterian Church,-37.8317164,145.0618456,3124,Church/Temple,Itanlian
"7 Bowen St, Camberwell VIC 3124, Australia",Salvation Army Church,-37.839092,145.063617,3124,Church/Temple,Itanlian
"1 Canterbury Rd, Camberwell VIC 3124, Australia",St Mark??s Anglican Church,-37.8212974,145.0592091,3124,Church/Temple,Itanlian
"7 Bowen St, Camberwell VIC 3124, Australia",Salvation Army Church,-37.839092,145.063617,3124,Church/Temple,Itanlian
"17 Livingstone Cl, Burwood VIC 3125, Australia",Christian Alliance Church of Victoria,-37.842659,145.108716,3125,Church/Temple,Itanlian
"13 Tennyson St, Burwood VIC 3125, Australia",Burwood Community Presbyterian Church Church,-37.851074,145.130434,3125,Church/Temple,Itanlian
"44 Station St, Burwood VIC 3125, Australia",St Thomas' Burwood Anglican Church,-37.8529101,145.119727,3125,Church/Temple,Itanlian
"2 Margaret St, Canterbury VIC 3126, Australia",St Paul's Anglican Church,-37.827084,145.085378,3126,Church/Temple,Itanlian
"1A Balwyn Rd, Canterbury VIC 3126, Australia",Canterbury Baptist Church,-37.823277,145.079076,3126,Church/Temple,Itanlian
"72 Highfield Rd, Canterbury VIC 3126, Australia",Highfield RoadUniting Church,-37.8314287,145.0858918,3126,Church/Temple,Itanlian
"2 Margaret St, Canterbury VIC 3126, Australia",St Paul's Anglican Church,-37.827084,145.085378,3126,Church/Temple,Itanlian
"650 Canterbury Rd, Surrey Hills VIC 3127, Australia",St Stephen's Presbyterian Church,-37.8266165,145.1001921,3127,Church/Temple,Itanlian
"245 Middleborough Rd, Box Hill South VIC 3128, Australia",Living Streams Christian Church,-37.8390027,145.1344766,3128,Church/Temple,Itanlian
"28 Watts St, Box Hill VIC 3128, Australia",Reformed Church,-37.8159022,145.1258984,3128,Church/Temple,Itanlian
"275 Middleborough Rd, Box Hill South VIC 3128, Australia",Revival Centres International Church,-37.8354377,145.1352222,3128,Church/Temple,Itanlian
"711 Station St, Box Hill VIC 3128, Australia",St Paul's Lutheran Church,-37.8166248,145.1238756,3128,Church/Temple,Itanlian
"234 Elgar Rd, Box Hill South VIC 3128, Australia",Wattle Park Chapel Church,-37.835437,145.112138,3128,Church/Temple,Itanlian
"234 Elgar Rd, Box Hill South VIC 3128, Australia",Grace Christian Community Church,-37.8354711,145.1121419,3128,Church/Temple,Itanlian
"38 Lexton Rd, Box Hill North VIC 3129, Australia",Full Gospel Assembly Church,-37.812281,145.136257,3129,Church/Temple,Itanlian
"100 Rostrevor Parade, N Mont Albert VIC 3129, Australia",Belmore Road church of Christ Church,-37.802338,145.108401,3129,Church/Temple,Itanlian
"17-23 Nelson Rd, Box Hill VIC 3130, Australia",Box Hill Salvation Army Church,-37.8156814,145.1192306,3130,Church/Temple,Itanlian
"3 Springfield Rd, Blackburn North VIC 3130, Australia",NewHope Baptist Church,-37.809157,145.14162,3130,Church/Temple,Itanlian
"184 Surrey Rd, Blackburn VIC 3130, Australia",One Community Church,-37.8156422,145.1565214,3130,Church/Temple,Itanlian
"107 Springfield Rd, Blackburn North VIC 3130, Australia",St Alfreds Anglican Church,-37.809912,145.151878,3130,Church/Temple,Itanlian
"184 Surrey Rd, Blackburn VIC 3130, Australia",Ranges Community Church,-37.8156422,145.1565214,3130,Church/Temple,Itanlian
"67/71 Springvale Rd, Nunawading VIC 3131, Australia",(Chinese) Christian Church of Victoria,-37.8126688,145.1774027,3131,Church/Temple,Itanlian
"169 Central Rd, Nunawading VIC 3131, Australia",Red Church,-37.8248049,145.1674677,3131,Church/Temple,Itanlian
"333A Canterbury Rd, Forest Hill VIC 3131, Australia",Forest Hill Uniting Church,-37.8348397,145.1779828,3131,Church/Temple,Itanlian
"169 Central Rd, Nunawading VIC 3131, Australia",Nunawading Seventh-day Adventist Church,-37.8246486,145.1693729,3131,Church/Temple,Itanlian
"8-12 Simla St, Mitcham VIC 3132, Australia",Mitcham Baptist Church,-37.819373,145.190415,3132,Church/Temple,Itanlian
"171 Rooks Rd, Vermont VIC 3133, Australia",Stairway Church Church,-37.8338462,145.1883123,3133,Church/Temple,Itanlian
"13 Bedford Rd, Ringwood VIC 3134, Australia",Ringwood Church of Christ,-37.8156,145.232619,3134,Church/Temple,Itanlian
"120 Oban Rd, Ringwood North VIC 3134, Australia",Holy Spirit Parish Church,-37.7924343,145.2371318,3134,Church/Temple,Itanlian
"320/340 Wonga Rd, Warranwood VIC 3134, Australia",Maroondah City Church Church,-37.7679926,145.2432387,3134,Church/Temple,Itanlian
"14 Dickson Cres, Ringwood North VIC 3134, Australia",North Ringwood Uniting Church,-37.795708,145.23711,3134,Church/Temple,Itanlian
"1 Tamar St, Ringwood North VIC 3134, Australia",Ringwood Community Church,-37.802605,145.231102,3134,Church/Temple,Itanlian
"143 Maroondah Hwy, Ringwood VIC 3134, Australia",urbanlife Church,-37.8154072,145.2279157,3134,Church/Temple,Itanlian
"9 Hill St, Ringwood East VIC 3135, Australia",Empower Christian Church Church,-37.8166779,145.2410717,3135,Church/Temple,Itanlian
"78 Cuthbert St, Heathmont VIC 3135, Australia",Heathmont Baptist Church,-37.834548,145.2392844,3135,Church/Temple,Itanlian
"6 Waterloo St, Heathmont VIC 3135, Australia",Heathmont Presbyterian Church,-37.8333034,145.2355365,3135,Church/Temple,Itanlian
"51 Lusher Rd, Croydon VIC 3136, Australia",Hope Church,-37.8037299,145.2786732,3136,Church/Temple,Itanlian
"Bemboka Rd, Croydon Hills VIC 3136, Australia",Croydon Hills and Wonga Park Anglican Church,-37.7792647,145.2559422,3136,Church/Temple,Itanlian
"6 Bemboka Rd, Croydon Hills VIC 3136, Australia",Croydon Hills Baptist Church,-37.78084,145.257046,3136,Church/Temple,Itanlian
"6 Tallent St, Croydon VIC 3136, Australia",Croydon Uniting Church,-37.7917962,145.281605,3136,Church/Temple,Itanlian
"51 Lusher Rd, Croydon VIC 3136, Australia",Hope City Church Church,-37.8037299,145.2786732,3136,Church/Temple,Itanlian
"51 Lusher Rd, Croydon VIC 3136, Australia",Hope Church,-37.8037299,145.2786732,3136,Church/Temple,Itanlian
"51 Lusher Rd, Croydon VIC 3136, Australia",Highway of Hope Church,-37.8037299,145.2786732,3136,Church/Temple,Itanlian
"281 Colchester Rd, Kilsyth South VIC 3137, Australia",Canterbury Gardens Community Church Church,-37.828113,145.305559,3137,Church/Temple,Itanlian
"382-388 Liverpool Rd, Kilsyth South VIC 3137, Australia",Kilsyth South Baptist Church,-37.838903,145.317495,3137,Church/Temple,Itanlian
"47-49 Carronvale Rd, Mooroolbark VIC 3138, Australia",Carronvale Road Christian Church Church,-37.781394,145.3282001,3138,Church/Temple,Itanlian
"Hull Rd, Mooroolbark VIC 3138, Australia",Mooroolbark Baptist Church,-37.790611,145.306403,3138,Church/Temple,Itanlian
"305 Manchester Rd, Mooroolbark VIC 3138, Australia",Mooroolbark SalvosMooroolbark Church,-37.761741,145.315062,3138,Church/Temple,Itanlian
"47-49 Carronvale Rd, Mooroolbark VIC 3138, Australia",Carronvale Road Christian Church,-37.781394,145.3282001,3138,Church/Temple,Itanlian
"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia",St James' Anglican Church,-37.7888531,145.4332627,3139,Church/Temple,Itanlian
"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia",St James' Anglican Church,-37.7888531,145.4332627,3139,Church/Temple,Itanlian
"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia",St James Anglican Church,-37.7888531,145.4332627,3139,Church/Temple,Itanlian
"5/9 Clarke St, Lilydale VIC 3140, Australia",Mooroolbark Christian Fellowship Church,-37.7579779,145.3506275,3140,Church/Temple,Itanlian
"305 Swansea Rd, Lilydale VIC 3140, Australia",Lilydale Baptist Church,-37.776262,145.3625268,3140,Church/Temple,Itanlian
"5/9 Clarke St, Lilydale VIC 3140, Australia",Yarra Valley Vineyard Church,-37.7579779,145.3506275,3140,Church/Temple,Itanlian
"677 Punt Rd, South Yarra VIC 3141, Australia",Christ Church Anglican,-37.838555,144.986035,3141,Church/Temple,Itanlian
"677 Punt Rd, South Yarra VIC 3141, Australia",Christ Church Anglican,-37.838555,144.986035,3141,Church/Temple,Itanlian
"12 Surrey Rd, South Yarra VIC 3141, Australia",SouthYarra Community Baptist Church,-37.846165,144.998525,3141,Church/Temple,Itanlian
"677 Punt Rd, South Yarra VIC 3141, Australia",Christ Church Anglican Church,-37.838555,144.986035,3141,Church/Temple,Itanlian
"86 Clendon Rd, Toorak VIC 3142, Australia",St John's Anglican Church,-37.841997,145.0145036,3142,Church/Temple,Itanlian
"86 Clendon Rd, Toorak VIC 3142, Australia",St John's Anglican Church,-37.841997,145.0145036,3142,Church/Temple,Itanlian
"86 Clendon Rd, Toorak VIC 3142, Australia",St John's Anglican Church,-37.841997,145.0145036,3142,Church/Temple,Itanlian
"86 Clendon Rd, Toorak VIC 3142, Australia",St John'sAnglican Church,-37.841997,145.0145036,3142,Church/Temple,Itanlian
"86 Clendon Rd, Toorak VIC 3142, Australia",St John's Anglican Church,-37.841997,145.0145036,3142,Church/Temple,Itanlian
"88 Kooyong Rd, Armadale VIC 3143, Australia",Armadale Baptist Church,-37.8549618,145.0209769,3143,Church/Temple,Itanlian
"8 Y St, Ashburton VIC 3147, Australia",Ashburton Baptist Church,-37.862275,145.079345,3147,Church/Temple,Itanlian
"3 Ashburn Grove, Ashburton VIC 3147, Australia",Ashburton Uniting Church,-37.864352,145.081413,3147,Church/Temple,Itanlian
"17-19 Margot St, Chadstone VIC 3148, Australia",Stonnington Baptist Church,-37.876577,145.096686,3148,Church/Temple,Itanlian
"46 Lillimur Rd, Ormond VIC 3149, Australia",Glen Eira Christian Community Church,-37.900068,145.042318,3149,Church/Temple,Itanlian
"46-48 Montclair Ave, Glen Waverley VIC 3150, Australia",Monash City Church of Christ,-37.8810184,145.1621792,3150,Church/Temple,Itanlian
"800 Waverley Rd, Glen Waverley VIC 3150, Australia",Glen Waverley Anglican Church,-37.89018,145.171109,3150,Church/Temple,Itanlian
"Glen Waverley VIC 3150, Australia",Glen Waverley Uniting Church,-37.8821063,145.1626778,3150,Church/Temple,Itanlian
"758 Waverley Rd, Glen Waverley VIC 3150, Australia",Lifegate Church,-37.890127,145.167395,3150,Church/Temple,Itanlian
"588 High St Rd, Glen Waverley VIC 3150, Australia",Syndal Baptist Church,-37.872494,145.149274,3150,Church/Temple,Itanlian
"2 Lum Rd, Wheelers Hill VIC 3150, Australia",Waverley Baptist Church,-37.8912572,145.1828986,3150,Church/Temple,Itanlian
"832-834 High St Rd, Glen Waverley VIC 3150, Australia",Discover Church,-37.875248,145.1725537,3150,Church/Temple,Itanlian
"832-834 High St Rd, Glen Waverley VIC 3150, Australia",Discovery Church,-37.875248,145.1725537,3150,Church/Temple,Itanlian
"6 Clyden Ct, Burwood East VIC 3151, Australia",Melbourne InternationalFellowship Church,-37.852848,145.146603,3151,Church/Temple,Itanlian
"2 Vision Dr, Burwood East VIC 3151, Australia",Crossway Baptist Church,-37.8593625,145.1677884,3151,Church/Temple,Itanlian
"5 Burwood Hwy, Wantirna VIC 3152, Australia",Hills Bible Church Church,-37.8597477,145.2091157,3152,Church/Temple,Itanlian
"1248 High St Rd, Wantirna South VIC 3152, Australia",CityLife Church,-37.878226,145.215003,3152,Church/Temple,Itanlian
"2/82 Lewis Rd, Wantirna South VIC 3152, Australia",Activate Church,-37.8650228,145.2503511,3152,Church/Temple,Itanlian
"119 Mountain Hwy, Wantirna VIC 3152, Australia",Kingsway Christian Fellowship Church,-37.8553066,145.2163676,3152,Church/Temple,Itanlian
"1248 High St Rd, Wantirna South VIC 3152, Australia",CityLife Church,-37.878226,145.215003,3152,Church/Temple,Itanlian
"21 Koomba Rd, Wantirna VIC 3152, Australia",Grace Church Church,-37.852948,145.2162107,3152,Church/Temple,Itanlian
"1248 High St Rd, Wantirna South VIC 3152, Australia",CityLife Church,-37.878226,145.215003,3152,Church/Temple,Itanlian
"1248 High St Rd, Wantirna South VIC 3152, Australia",CityLife Church,-37.878226,145.215003,3152,Church/Temple,Itanlian
